"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"European Union","EUU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.92454867867667","8.10590445241019","8.3267170842673","8.56803830721566","8.59952160480683","8.72240166304858","8.72150161291566","8.6520501932831","8.94824826122201","9.72538131605559","9.64914779417602","9.61751535687147","9.68074725601451","9.96713632857411","9.97480368472056","9.92401151965207","9.92934394567587","","","",
"Fragile and conflict affected situations","FCS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41373120541693","4.8863364995955","5.01471415880234","4.98295953809415","4.69639823106731","4.20349229383186","4.16604156285876","4.31390458576089","4.13956981793172","4.80069444000492","4.43355009958083","4.35306110678776","4.17670398994941","4.3630745574393","4.67159475431826","5.19287970106413","5.00469355838046","","","",
"Finland","FIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.83650276","6.98526826","7.35891112","7.66280159","7.79097291","7.99793899","8.00452086","7.82608292","8.08408543","8.87169786","8.86870378","8.94886931","9.29113662","9.49202106","9.48001145","9.74289421","9.49305799","","","",
"Fiji","FJI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.72256193","3.16188379","3.24843008","3.24226131","3.55409117","3.5589623","3.65788709","3.72904228","3.44954052","3.83063769","3.70136122","3.40484634","3.53699015","3.46669259","3.6492555","3.56886339","3.46146795","","","",
"France","FRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5411273","9.66523159","9.98176457","10.04113395","10.12424262","10.17983581","10.32843864","10.26315053","10.45362728","11.24352999","11.17922993","11.1942851","11.3208963","11.44199369","11.59500673","11.50136047","11.53929503","","","",
"Faroe Islands","FRO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.73192735","8.41847303","7.81573663","9.49765447","10.37829876","11.4620996","10.6528189","11.0856684","11.85257576","12.50792171","12.94466667","12.89123794","11.94296024","11.92774367","11.45053532","12.20112314","12.56300745","","","",
"Gabon","GAB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90536864","3.15246533","3.33045924","3.53691838","3.33139805","2.93410262","3.14509006","3.15150042","2.7944509","3.83981423","2.47556901","2.55771564","2.42097557","2.84087199","2.53282252","2.65743937","3.11291313","","","",
"United Kingdom","GBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97178833","6.32885945","6.58651645","6.85094628","7.05063221","7.18668365","7.32728259","7.43186387","7.68101677","8.52707632","8.47407792","8.42210613","8.33916884","9.77234704","9.72392342","9.79273451","9.7623484","","","",
"Georgia","GEO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.39698825","7.37189092","8.0472103","8.25548809","8.31636808","8.30393254","7.83901378","7.64975874","8.68152031","9.83542755","9.54538881","8.39221163","8.37314174","8.39572392","8.43567753","7.93235924","8.43609722","","","",
"Ghana","GHA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96635483","4.50594797","3.955694","3.97096695","4.07999951","5.32952342","5.32884685","5.38749462","5.53540298","6.14967449","6.13064712","6.3021341","5.51297119","6.11923651","5.62315273","6.08769695","4.44871433","","","",
"Gibraltar","GIB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.69772565","3.88461035","4.38415156","3.65108144","3.36554705","2.94948993","2.96060121","3.01307382","2.76208981","2.9368683","3.0677419","3.78954972","3.50398284","3.46113673","4.78097692","5.82712195","5.47827339","","","",
"Gambia, The","GMB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.66568003","4.2380075","4.07366638","4.05991707","4.36338531","4.9077759","5.46509211","5.71812343","5.91565753","5.78185463","5.73962423","6.24604769","6.1363589","6.18121034","5.29871994","4.76148864","4.43153755","","","",
"Guinea-Bissau","GNB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.10330503","6.15697787","5.21410174","5.74393778","6.87692002","6.3873281","6.43678093","7.10642033","6.96811103","6.66164012","6.34846542","5.43049135","4.85181988","4.74698916","6.78661808","6.51981283","6.09011769","","","",
"Equatorial Guinea","GNQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35956381","2.15189827","2.22753164","1.80396072","1.61515891","1.40098678","1.45431357","1.47405823","1.28230705","1.68699371","1.53191996","1.34880974","1.44458403","1.72544372","1.77640373","2.70818175","3.37653274","","","",
"Greece","GRC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.24332552","7.98783985","8.23378017","8.19821017","7.93223791","8.99658302","8.96532608","9.06037384","9.38345982","9.46849875","9.56003701","9.0980985","8.88281165","8.41445401","7.94998091","8.19431265","8.45429347","","","",
"Grenada","GRD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.10101852","5.36270463","5.75331734","5.21929825","5.12978986","5.27104422","5.82325274","5.68757093","5.62157884","5.98258886","6.09055408","6.0079645","5.70029356","5.53751146","5.19918435","4.86385599","5.24666501","","","",
"Greenland","GRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7087294","6.43069854","6.37099051","6.52554688","6.45238918","6.3367217","6.57006656","6.36453925","6.21690116","6.28502764","6.07735498","5.85999507","5.88481958","5.90329223","5.93765761","5.51590055","5.82031093","","","",
"Guam","GUM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77696553","2.84668394","3.03040861","3.22245573","3.17262793","3.3694806","3.98688287","4.03585961","4.16339704","4.59966839","4.64513283","4.91414221","4.83490908","4.98031795","5.14073899","4.45280875","4.24328719","","","",
"High income","HIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.37896250556459","9.86853438067165","10.2727833134539","10.4393414972302","10.3843126273188","10.4432038204412","10.4862985173234","10.4663487448381","10.6653752752694","11.6558116888139","11.573602114199","11.6005757562881","11.7279888767202","11.8612391743215","12.0092200708941","12.4286266760682","12.5861704991279","","","",
"Hong Kong SAR, China","HKG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.42432539","6.08194839","6.4283447","6.9459732","7.00144884","7.67762195","8.08195339","8.15526166","8.53690296","8.87039801","8.62843056","8.71037645","8.61853776","8.29206876","7.98815341","7.71396922","8.40196647","","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.33009606970422","4.7272492625593","4.88563370381555","5.09434295373695","5.35595443598494","5.50976367955234","5.68339370605428","5.73483519761476","5.47622902917231","5.7689495395089","5.65108397964588","5.50732792248682","5.41475590346893","5.61268172569095","5.444877536148","5.72301467857016","5.40704027487462","","","",
"Croatia","HRV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.66469819","7.17390364","6.20668472","6.3604686","6.58066855","6.91240217","6.98403537","7.47048971","7.70337044","8.16123568","8.09578904","7.78569055","7.78825844","6.82082237","7.05065058","7.15420884","7.18008037","","","",
"Haiti","HTI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90834262","6.60283356","5.98888018","5.76704884","5.85191719","5.50935549","5.5010374","5.90158045","6.01590075","6.16916007","8.14559821","10.23136335","9.64946914","7.23788227","7.79763646","5.3723227","5.38571841","","","",
"Hungary","HUN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.76483142","6.81709167","7.10966859","8.11707065","7.76209676","7.9969307","7.8064236","7.22123508","7.1030765","7.2485007","7.51985236","7.54296157","7.46613865","7.25948343","7.09271229","7.12069992","7.36479381","","","",
"IBRD only","IBD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.00472736776189","5.07932158314202","5.08992559732123","5.13730795704579","5.07720178402714","5.08707165175499","5.00558607012424","4.92662606894587","4.97559362601","5.34832571986562","5.34627296650786","5.31704890857265","5.37114588685617","5.45190038442756","5.50661752548243","5.51273641405099","5.54694267955186","","","",
"IDA & IBRD total","IBT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.90223573384053","4.98335848223737","4.98571335456286","5.0665854007917","5.01104718280782","5.02555120891991","4.9569797283909","4.88900600679346","4.92929970540732","5.28110315363401","5.27569913866286","5.24075622519727","5.29172873600895","5.37263818126079","5.42148473778999","5.43287006020488","5.45913356488689","","","",
"IDA total","IDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.55084019793777","3.68521840180094","3.67340065721038","4.17751987544947","4.16609876246922","4.2194037140118","4.34093639115879","4.38436904582832","4.28466064100043","4.34997025803692","4.25813062099966","4.10183492933203","4.13146328405788","4.25585838009605","4.27439941397443","4.41505581831486","4.29127525953347","","","",
"IDA blend","IDB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18417302135415","3.14382396662805","2.92444016285888","3.78991934416081","3.57141533689901","3.60866363514732","3.75331025169954","3.79519732312584","3.70680043582073","3.59637781827488","3.62795157915669","3.4253824581586","3.55075707258314","3.65639053746966","3.67449370903622","3.80445953425475","3.87097673132073","","","",
"Indonesia","IDN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.91569786","2.18395544","2.05559904","2.30133741","2.17213139","2.58409037","2.67202176","2.87617069","2.61300083","2.68494347","2.96089979","2.95542027","2.90286671","2.96065055","3.11712106","3.0053613","3.12449094","","","",
"IDA only","IDX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84063651436793","4.12417451242292","4.30482184271609","4.5052894882132","4.7119789963247","4.81642359488535","4.98379845334887","5.0094560349632","4.9399084453101","5.11620496288833","4.93517809168613","4.85201467573661","4.79884283127675","4.93016658410157","4.95473808210924","5.06241843515279","4.70260719183879","","","",
"Isle of Man","IMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03493293","4.26278075","4.24016746","4.00848052","3.95739183","3.79116251","3.634778","3.51754201","3.51468067","3.48537865","3.27211934","3.24634215","3.32935296","3.74944184","3.61956552","3.59770551","3.65833057","","","",
"Not classified","INX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90524706","6.39943767","6.67474754","7.00858862","7.22512888","7.64774422","7.51325411","7.80249758","9.10264893","10.48705062","10.51199628","10.7101497","10.77223814","10.30037336","9.68642084","7.44604196","7.37830423","","","",
"Iran, Islamic Rep.","IRN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73503821","5.10817007","4.75592755","5.13223491","5.18574653","5.30572176","5.19862579","5.03977892","5.28168428","6.55954573","6.75473106","6.60725075","6.63648596","5.99379882","6.91351093","7.76057939","8.10277065","","","",
"Iraq","IRQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99196045","3.84302659","2.89739932","2.42247886","3.10637723","3.03573874","3.76825902","3.23055627","2.79131816","2.69037065","2.81274916","2.78990095","3.10581652","3.31216318","","","",
"Iceland","ISL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.02782972","8.89182454","9.57931841","10.06373666","9.54160493","9.21346739","8.91648864","8.71102806","8.70697575","9.01871531","8.77146909","8.48982271","8.44292014","8.47796569","8.49658835","8.34576615","8.29151473","","","",
"Israel","ISR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80225894","7.22923757","7.15098418","7.09503684","7.02788159","7.12706989","6.93495988","6.91947713","7.00019841","7.09067004","7.05110443","7.00285028","7.14195084","7.10998784","7.21097172","7.37530683","7.31441124","","","",
"Italy","ITA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.58037235","7.76886299","7.89303446","7.85541424","8.18779716","8.3612048","8.45968681","8.16283649","8.56183142","8.97653684","8.95361182","8.83464291","8.95606116","8.95226727","9.01144092","8.98541669","8.93549301","","","",
"Jamaica","JAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.01361013","5.48854011","5.05326904","4.77566331","5.49121624","4.63451226","4.66568687","5.12474128","5.20289722","4.95641373","4.99921419","4.9163889","4.99695358","5.24255989","5.23264313","5.65847448","6.0723917","","","",
"Jordan","JOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63493916","9.88527424","9.65557845","9.11606031","9.02237054","8.8627451","8.05620609","8.3010469","8.75392804","9.50212867","8.38929752","8.34106559","7.99453676","7.34948851","7.41439635","6.2844915","5.46821058","","","",
"Japan","JPN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.15091301","7.35919809","7.47336461","7.61100288","7.65719447","7.78066856","7.80784261","7.89046068","8.19951431","9.05829702","9.15677291","10.61671765","10.79065328","10.79159414","10.83205006","10.87187938","10.92612327","","","",
"Kazakhstan","KAZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16032948","3.4709653","3.61480666","3.7212817","3.97663486","3.89684271","3.3915585","2.69876988","3.03844651","3.48817643","2.72702036","2.69158566","3.08870056","2.70294889","2.74584606","3.08749265","3.52614962","","","",
"Kenya","KEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72945488","4.81983622","5.02284555","5.16911124","5.34493777","5.31436767","5.8734461","5.9970698","6.04985664","6.02780759","6.11675065","5.81170413","5.61369749","5.51936088","5.30316541","4.89013852","4.54957525","","","",
"Kyrgyz Republic","KGZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41414976","4.27703261","4.59219552","5.82382125","6.20281319","7.45010669","8.31183896","6.93210666","6.52511905","6.8987344","6.95027176","7.10729156","8.5096633","8.18745127","8.31271203","7.21937462","6.62528772","","","",
"Cambodia","KHM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.54095479","7.02196342","7.25370723","6.94903872","7.09304496","6.85278971","6.11800393","4.90211227","6.60109416","7.5833059","6.91169962","7.50353116","7.26524264","7.09383048","6.69680331","6.17148507","6.08196009","","","",
"Kiribati","KIR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.645","12.32934426","11.9012782","10.66935252","12.42028777","11.50768707","11.57650685","11.35115409","14.07539107","13.43940882","9.20623529","8.58340909","8.59842391","9.46005208","9.98787879","7.84410495","11.85986702","","","",
"St. Kitts and Nevis","KNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.81203476","4.37219566","4.43502164","4.78939812","4.53038501","4.76026785","5.04583214","4.90540648","5.58490545","5.66030128","5.75861299","5.7289263","5.47194258","5.27242065","5.2336506","5.15236898","5.67183165","","","",
"Korea, Rep.","KOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99853252","4.68074036","4.39480163","4.66509241","4.64176984","4.89096165","5.23648826","5.42498224","5.70577287","6.11736372","6.24060133","6.30238059","6.43717494","6.57805915","6.82039351","7.04921624","7.33752488","","","",
"Kuwait","KWT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51490796","3.60882573","3.57235309","3.23327255","2.75732146","2.37762238","2.25313879","2.13314508","1.93336699","3.86935992","2.75703619","2.61808431","2.57378597","2.58543894","3.19758021","4.01473617","3.903945","","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84616830661009","6.0039111238904","6.18755668140065","6.48675472644312","6.56642595537609","6.73394404239341","6.77806655623865","6.9394964401813","6.84780427660425","7.43504957627398","7.93421866697535","7.98873261991551","7.94866756634173","8.03627923751297","8.21231169037672","8.6091238640755","8.59066860354516","","","",
"Lao PDR","LAO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27513587","4.29031703","3.69751299","4.47920656","3.54057411","3.336732","2.93200926","3.1534557","2.76727288","3.46300399","2.91155231","1.94457504","2.07637582","2.39984974","2.29845549","2.45366446","2.36087478","","","",
"Lebanon","LBN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6895334","10.42263128","9.15927437","8.55576331","8.00453359","7.55121235","8.65032249","8.54391369","7.78850405","6.99202441","7.44332141","8.14711369","7.99691287","7.76060504","7.96600388","7.82593249","8.01673185","","","",
"Liberia","LBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9942417","3.23545603","2.7384659","3.12121963","7.70776684","8.78575058","7.33268114","9.21247402","7.38733095","9.44103099","8.80720844","9.09986266","8.48516518","8.0748066","8.91179706","10.18906067","9.61511081","","","",
"Libya","LBY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42542057","4.05162821","4.89009927","4.10041168","3.49171287","2.59774676","2.51467609","2.4379137","2.63571721","4.28816055","3.58541106","6.05012753","","","","","","","","",
"St. Lucia","LCA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.33357313","5.72276895","6.03039336","5.87326693","5.31427013","5.43450212","5.87258872","5.83871473","5.87653114","5.55139189","5.6929711","5.92653769","5.86491898","5.81938887","5.82972733","5.39024405","5.30656361","","","",
"Latin America & Caribbean","LCN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92323670150442","6.07466775435572","6.24515259222679","6.52157264418971","6.57824853048063","6.71302048192219","6.73149662139221","6.89011799662993","6.82848813962413","7.41709003133052","7.86805819471478","7.91474747080526","7.88653621536883","7.98810030744976","8.17036605567677","8.55717070640051","8.55831004294781","","","",
"Least developed countries: UN classification","LDC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46794520005504","3.9563050394569","4.12860437009293","4.33160623874317","4.59688228659966","4.54807946446932","4.63803888295368","4.62162822135691","4.4412605303913","4.64298792770619","4.37738674259818","4.24875235969272","4.17706316880864","4.35693447002728","4.41571635807708","4.58965343272083","4.31752203675747","","","",
"Low income","LIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.12241928643407","4.74569876236902","4.98678025649302","5.32262907903014","5.52508314941482","5.60992700216191","5.75362060119173","5.72840506962466","5.72189460612135","5.82549870434391","5.93396422079034","5.61374583843543","5.48289026310969","5.46681845313345","5.49021092124764","5.47850259052709","5.37774480006719","","","",
"Liechtenstein","LIE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2465404","4.1932464","4.1731212","3.76927347","4.17515472","4.00972616","3.97986285","3.95131889","3.98465232","4.19339219","3.86745572","3.71693697","3.40384598","3.82699026","3.60648043","3.88992047","3.89324108","","","",
"Lower middle income","LMC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.691526923065","3.90581840392631","3.77821055423942","3.89166781588482","3.82578267034331","3.88357019230551","3.86821391740078","3.83732420308961","3.78411823652824","3.82428802469885","3.72368179502325","3.68966936734992","3.78045097338656","4.02264894729875","3.92890523617636","3.95004126753382","3.95666732442101","","","",
"Low & middle income","LMY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.83811021516332","4.91526887087583","4.91428202865854","5.00626081162427","4.95285954707781","4.98210828863303","4.91686977536107","4.85130673539197","4.87100510382962","5.23370983030912","5.23305404389251","5.20606853121282","5.25393061984664","5.33476126459108","5.39068699569297","5.4004832150675","5.4194484943942","","","",
"Lesotho","LSO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.85720501","6.37439109","5.95861381","5.62080341","5.63196618","5.06624425","5.69018583","6.76945696","7.27228063","8.43277294","7.67230137","8.7529085","8.58117764","8.92014418","8.62813108","8.34570567","8.0765782","","","",
"Late-demographic dividend","LTE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99962609570464","4.95455567042923","5.22218142374201","5.17410688781844","5.10280041845438","5.12353112251478","5.02794865124202","4.93164788286458","5.03226037237851","5.47526718959398","5.52981296903574","5.48007646747305","5.52632183034558","5.61246434994073","5.70613150033118","5.68474503411541","5.7854904018793","","","",
"Lithuania","LTU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19174949","6.00597977","6.13646725","6.17941601","5.50604338","5.64197326","5.83789852","5.75840523","6.28742138","7.35569038","6.8161025","6.49646167","6.28769059","6.13999923","6.1954704","6.47636009","6.67158258","","","",
"Luxembourg","LUX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90139639","6.41021208","6.73757909","6.97117626","7.34653788","7.18410018","6.7095662","6.2342318","6.53786985","7.33958799","7.03064916","6.11205059","6.57173956","6.55510074","6.4285974","6.18960579","6.16378558","","","",
